Date,Currency,Mean,Buy,Sell,Year,Month,Annual Average Inflation,12-Month Inflation,Nominal GDP prices (Ksh Million),Annual GDP growth (%),Real GDP prices (Ksh Million)
2013-09-03,US DOLLAR,87.5178,87.4317,87.6039,2013,9,4.75,8.29,"5,311,322",3.8,"6,610,312"
2013-09-02,US DOLLAR,87.5567,87.4594,87.6539,2013,9,4.75,8.29,"5,311,322",3.8,"6,610,312"
2013-08-30,US DOLLAR,87.5967,87.5078,87.6856,2013,8,4.5,6.67,"5,311,322",3.8,"6,610,312"
2013-08-29,US DOLLAR,87.5775,87.4789,87.6761,2013,8,4.5,6.67,"5,311,322",3.8,"6,610,312"
2013-08-28,US DOLLAR,87.4928,87.3983,87.5872,2013,8,4.5,6.67,"5,311,322",3.8,"6,610,312"
2013-08-27,US DOLLAR,87.525,87.4306,87.6194,2013,8,4.5,6.67,"5,311,322",3.8,"6,610,312"
2013-08-26,US DOLLAR,87.5611,87.4694,87.6528,2013,8,4.5,6.67,"5,311,322",3.8,"6,610,312"
2013-08-23,US DOLLAR,87.5303,87.4428,87.6178,2013,8,4.5,6.67,"5,311,322",3.8,"6,610,312"
2013-08-22,US DOLLAR,87.4572,87.3656,87.5489,2013,8,4.5,6.67,"5,311,322",3.8,"6,610,312"
2013-08-21,US DOLLAR,87.4606,87.3722,87.5489,2013,8,4.5,6.67,"5,311,322",3.8,"6,610,312"
2013-08-20,US DOLLAR,87.5389,87.4556,87.6222,2013,8,4.5,6.67,"5,311,322",3.8,"6,610,312"
2013-08-19,US DOLLAR,87.4711,87.385,87.5572,2013,8,4.5,6.67,"5,311,322",3.8,"6,610,312"
2013-08-16,US DOLLAR,87.4997,87.4094,87.59,2013,8,4.5,6.67,"5,311,322",3.8,"6,610,312"
2013-08-15,US DOLLAR,87.5906,87.5044,87.6767,2013,8,4.5,6.67,"5,311,322",3.8,"6,610,312"
2013-08-14,US DOLLAR,87.7042,87.6111,87.7972,2013,8,4.5,6.67,"5,311,322",3.8,"6,610,312"
2013-08-13,US DOLLAR,87.6083,87.5056,87.7111,2013,8,4.5,6.67,"5,311,322",3.8,"6,610,312"
2013-08-12,US DOLLAR,87.3858,87.2928,87.4789,2013,8,4.5,6.67,"5,311,322",3.8,"6,610,312"
2013-08-08,US DOLLAR,87.3908,87.295,87.4867,2013,8,4.5,6.67,"5,311,322",3.8,"6,610,312"
2013-08-07,US DOLLAR,87.3983,87.2983,87.4983,2013,8,4.5,6.67,"5,311,322",3.8,"6,610,312"
2013-08-06,US DOLLAR,87.3844,87.2928,87.4761,2013,8,4.5,6.67,"5,311,322",3.8,"6,610,312"
2013-08-05,US DOLLAR,87.3731,87.2772,87.4689,2013,8,4.5,6.67,"5,311,322",3.8,"6,610,312"
2013-08-02,US DOLLAR,87.4075,87.3172,87.4978,2013,8,4.5,6.67,"5,311,322",3.8,"6,610,312"
2013-08-01,US DOLLAR,87.3978,87.3061,87.4894,2013,8,4.5,6.67,"5,311,322",3.8,"6,610,312"
2013-07-31,US DOLLAR,87.2797,87.1839,87.3756,2013,7,4.44,6.03,"5,311,322",3.8,"6,610,312"
2013-07-30,US DOLLAR,87.2333,87.1389,87.3278,2013,7,4.44,6.03,"5,311,322",3.8,"6,610,312"
2013-07-29,US DOLLAR,87.2361,87.1361,87.3361,2013,7,4.44,6.03,"5,311,322",3.8,"6,610,312"
2013-07-26,US DOLLAR,87.4028,87.3056,87.5,2013,7,4.44,6.03,"5,311,322",3.8,"6,610,312"
2013-07-25,US DOLLAR,87.4056,87.3056,87.5056,2013,7,4.44,6.03,"5,311,322",3.8,"6,610,312"
2013-07-24,US DOLLAR,87.3431,87.2444,87.4417,2013,7,4.44,6.03,"5,311,322",3.8,"6,610,312"
2013-07-23,US DOLLAR,87.1697,87.0667,87.2728,2013,7,4.44,6.03,"5,311,322",3.8,"6,610,312"
2013-07-22,US DOLLAR,87.0808,86.9806,87.1811,2013,7,4.44,6.03,"5,311,322",3.8,"6,610,312"
2013-07-19,US DOLLAR,87.1583,87.0611,87.2556,2013,7,4.44,6.03,"5,311,322",3.8,"6,610,312"
2013-07-18,US DOLLAR,86.8919,86.7933,86.9906,2013,7,4.44,6.03,"5,311,322",3.8,"6,610,312"
2013-07-17,US DOLLAR,86.7875,86.6917,86.8833,2013,7,4.44,6.03,"5,311,322",3.8,"6,610,312"
2013-07-16,US DOLLAR,86.9986,86.8972,87.1,2013,7,4.44,6.03,"5,311,322",3.8,"6,610,312"
2013-07-15,US DOLLAR,87.2364,87.1344,87.3383,2013,7,4.44,6.03,"5,311,322",3.8,"6,610,312"
2013-07-12,US DOLLAR,87.1725,87.0767,87.2683,2013,7,4.44,6.03,"5,311,322",3.8,"6,610,312"
2013-07-11,US DOLLAR,86.8556,86.7611,86.95,2013,7,4.44,6.03,"5,311,322",3.8,"6,610,312"
2013-07-10,US DOLLAR,86.8972,86.7944,87.0,2013,7,4.44,6.03,"5,311,322",3.8,"6,610,312"
2013-07-09,US DOLLAR,86.7969,86.6983,86.8956,2013,7,4.44,6.03,"5,311,322",3.8,"6,610,312"
2013-07-08,US DOLLAR,86.6831,86.5817,86.7844,2013,7,4.44,6.03,"5,311,322",3.8,"6,610,312"
2013-07-05,US DOLLAR,86.2583,86.1611,86.3556,2013,7,4.44,6.03,"5,311,322",3.8,"6,610,312"
2013-07-04,US DOLLAR,86.2,86.1111,86.2889,2013,7,4.44,6.03,"5,311,322",3.8,"6,610,312"
2013-07-03,US DOLLAR,85.9897,85.8939,86.0856,2013,7,4.44,6.03,"5,311,322",3.8,"6,610,312"
2013-07-02,US DOLLAR,85.8561,85.7561,85.9561,2013,7,4.44,6.03,"5,311,322",3.8,"6,610,312"
2013-07-01,US DOLLAR,85.8347,85.7389,85.9306,2013,7,4.44,6.03,"5,311,322",3.8,"6,610,312"
2013-06-28,US DOLLAR,86.0075,85.9117,86.1033,2013,6,4.56,4.91,"5,311,322",3.8,"6,610,312"
2013-06-27,US DOLLAR,86.0269,85.9311,86.1228,2013,6,4.56,4.91,"5,311,322",3.8,"6,610,312"
2013-06-26,US DOLLAR,86.025,85.9222,86.1278,2013,6,4.56,4.91,"5,311,322",3.8,"6,610,312"
2013-06-25,US DOLLAR,86.0603,85.9644,86.1561,2013,6,4.56,4.91,"5,311,322",3.8,"6,610,312"
2013-06-24,US DOLLAR,85.8875,85.7972,85.9778,2013,6,4.56,4.91,"5,311,322",3.8,"6,610,312"
2013-06-21,US DOLLAR,85.7375,85.6444,85.8306,2013,6,4.56,4.91,"5,311,322",3.8,"6,610,312"
2013-06-20,US DOLLAR,85.6772,85.5772,85.7772,2013,6,4.56,4.91,"5,311,322",3.8,"6,610,312"
2013-06-19,US DOLLAR,85.7236,85.6278,85.8194,2013,6,4.56,4.91,"5,311,322",3.8,"6,610,312"
2013-06-18,US DOLLAR,85.7103,85.6228,85.7978,2013,6,4.56,4.91,"5,311,322",3.8,"6,610,312"
2013-06-17,US DOLLAR,85.6083,85.5139,85.7028,2013,6,4.56,4.91,"5,311,322",3.8,"6,610,312"
2013-06-14,US DOLLAR,85.3878,85.295,85.4806,2013,6,4.56,4.91,"5,311,322",3.8,"6,610,312"
2013-06-13,US DOLLAR,85.3531,85.26,85.4461,2013,6,4.56,4.91,"5,311,322",3.8,"6,610,312"
2013-06-12,US DOLLAR,85.0539,84.9761,85.1317,2013,6,4.56,4.91,"5,311,322",3.8,"6,610,312"
2013-06-11,US DOLLAR,85.0528,84.9528,85.1528,2013,6,4.56,4.91,"5,311,322",3.8,"6,610,312"
2013-06-10,US DOLLAR,84.8806,84.7917,84.9694,2013,6,4.56,4.91,"5,311,322",3.8,"6,610,312"
2013-06-07,US DOLLAR,84.95,84.8528,85.0472,2013,6,4.56,4.91,"5,311,322",3.8,"6,610,312"
2013-06-06,US DOLLAR,85.1806,85.0972,85.2639,2013,6,4.56,4.91,"5,311,322",3.8,"6,610,312"
2013-06-05,US DOLLAR,85.0972,85.0056,85.1889,2013,6,4.56,4.91,"5,311,322",3.8,"6,610,312"
2013-06-04,US DOLLAR,85.2208,85.1333,85.3083,2013,6,4.56,4.91,"5,311,322",3.8,"6,610,312"
2013-06-03,US DOLLAR,85.1281,85.0339,85.2222,2013,6,4.56,4.91,"5,311,322",3.8,"6,610,312"
2013-05-31,US DOLLAR,85.1236,85.0361,85.2111,2013,5,4.96,4.05,"5,311,322",3.8,"6,610,312"
2013-05-30,US DOLLAR,84.9042,84.8111,84.9972,2013,5,4.96,4.05,"5,311,322",3.8,"6,610,312"
2013-05-29,US DOLLAR,85.2861,85.1861,85.3861,2013,5,4.96,4.05,"5,311,322",3.8,"6,610,312"
2013-05-28,US DOLLAR,84.9833,84.8861,85.0806,2013,5,4.96,4.05,"5,311,322",3.8,"6,610,312"
2013-05-27,US DOLLAR,84.4261,84.3344,84.5178,2013,5,4.96,4.05,"5,311,322",3.8,"6,610,312"
2013-05-24,US DOLLAR,84.37,84.2756,84.4644,2013,5,4.96,4.05,"5,311,322",3.8,"6,610,312"
2013-05-23,US DOLLAR,84.4764,84.3806,84.5722,2013,5,4.96,4.05,"5,311,322",3.8,"6,610,312"
2013-05-22,US DOLLAR,84.2597,84.1694,84.35,2013,5,4.96,4.05,"5,311,322",3.8,"6,610,312"
2013-05-21,US DOLLAR,83.8508,83.7606,83.9411,2013,5,4.96,4.05,"5,311,322",3.8,"6,610,312"
2013-05-20,US DOLLAR,83.8375,83.7639,83.9111,2013,5,4.96,4.05,"5,311,322",3.8,"6,610,312"
2013-05-17,US DOLLAR,83.7972,83.7111,83.8833,2013,5,4.96,4.05,"5,311,322",3.8,"6,610,312"
2013-05-16,US DOLLAR,83.8242,83.7339,83.9144,2013,5,4.96,4.05,"5,311,322",3.8,"6,610,312"
2013-05-15,US DOLLAR,83.8069,83.7222,83.8917,2013,5,4.96,4.05,"5,311,322",3.8,"6,610,312"
2013-05-14,US DOLLAR,83.8361,83.7361,83.9361,2013,5,4.96,4.05,"5,311,322",3.8,"6,610,312"
2013-05-13,US DOLLAR,83.8609,83.7969,83.925,2013,5,4.96,4.05,"5,311,322",3.8,"6,610,312"
2013-05-10,US DOLLAR,83.725,83.6333,83.8167,2013,5,4.96,4.05,"5,311,322",3.8,"6,610,312"
2013-05-09,US DOLLAR,83.7917,83.6778,83.9056,2013,5,4.96,4.05,"5,311,322",3.8,"6,610,312"
2013-05-08,US DOLLAR,83.8989,83.8072,83.9906,2013,5,4.96,4.05,"5,311,322",3.8,"6,610,312"
2013-05-07,US DOLLAR,83.8906,83.7956,83.9856,2013,5,4.96,4.05,"5,311,322",3.8,"6,610,312"
2013-05-06,US DOLLAR,83.7164,83.6233,83.8094,2013,5,4.96,4.05,"5,311,322",3.8,"6,610,312"
2013-05-03,US DOLLAR,83.7553,83.6628,83.8478,2013,5,4.96,4.05,"5,311,322",3.8,"6,610,312"
2013-05-02,US DOLLAR,83.795,83.7006,83.8894,2013,5,4.96,4.05,"5,311,322",3.8,"6,610,312"
2013-04-30,US DOLLAR,83.8208,83.7194,83.9222,2013,4,5.61,4.14,"5,311,322",3.8,"6,610,312"
2013-04-29,US DOLLAR,83.8131,83.7144,83.9117,2013,4,5.61,4.14,"5,311,322",3.8,"6,610,312"
2013-04-26,US DOLLAR,83.7944,83.6944,83.8944,2013,4,5.61,4.14,"5,311,322",3.8,"6,610,312"
2013-04-25,US DOLLAR,83.7681,83.6639,83.8722,2013,4,5.61,4.14,"5,311,322",3.8,"6,610,312"
2013-04-24,US DOLLAR,83.7833,83.6806,83.8861,2013,4,5.61,4.14,"5,311,322",3.8,"6,610,312"
2013-04-23,US DOLLAR,83.8836,83.785,83.9822,2013,4,5.61,4.14,"5,311,322",3.8,"6,610,312"
2013-04-22,US DOLLAR,83.8831,83.7889,83.9772,2013,4,5.61,4.14,"5,311,322",3.8,"6,610,312"
2013-04-19,US DOLLAR,83.82,83.7228,83.9172,2013,4,5.61,4.14,"5,311,322",3.8,"6,610,312"
2013-04-18,US DOLLAR,83.7933,83.6989,83.8878,2013,4,5.61,4.14,"5,311,322",3.8,"6,610,312"
2013-04-17,US DOLLAR,83.8989,83.8044,83.9933,2013,4,5.61,4.14,"5,311,322",3.8,"6,610,312"
2013-04-16,US DOLLAR,83.8781,83.7728,83.9833,2013,4,5.61,4.14,"5,311,322",3.8,"6,610,312"
2013-04-15,US DOLLAR,83.9889,83.8889,84.0889,2013,4,5.61,4.14,"5,311,322",3.8,"6,610,312"
2013-04-12,US DOLLAR,84.1861,84.0889,84.2833,2013,4,5.61,4.14,"5,311,322",3.8,"6,610,312"
2013-04-11,US DOLLAR,84.3039,84.2067,84.4011,2013,4,5.61,4.14,"5,311,322",3.8,"6,610,312"
2013-04-10,US DOLLAR,84.6792,84.5806,84.7778,2013,4,5.61,4.14,"5,311,322",3.8,"6,610,312"
2013-04-08,US DOLLAR,84.7917,84.6972,84.8861,2013,4,5.61,4.14,"5,311,322",3.8,"6,610,312"
2013-04-05,US DOLLAR,84.8639,84.7694,84.9583,2013,4,5.61,4.14,"5,311,322",3.8,"6,610,312"
2013-04-04,US DOLLAR,84.8569,84.7583,84.9556,2013,4,5.61,4.14,"5,311,322",3.8,"6,610,312"
2013-04-03,US DOLLAR,84.9903,84.8917,85.0889,2013,4,5.61,4.14,"5,311,322",3.8,"6,610,312"
2013-04-02,US DOLLAR,84.9833,84.8028,85.1639,2013,4,5.61,4.14,"5,311,322",3.8,"6,610,312"
2013-03-28,US DOLLAR,85.6386,85.5539,85.7233,2013,3,6.33,4.11,"5,311,322",3.8,"6,610,312"
2013-03-27,US DOLLAR,85.8083,85.7139,85.9028,2013,3,6.33,4.11,"5,311,322",3.8,"6,610,312"
2013-03-26,US DOLLAR,85.8486,85.75,85.9472,2013,3,6.33,4.11,"5,311,322",3.8,"6,610,312"
2013-03-25,US DOLLAR,85.8258,85.7411,85.9106,2013,3,6.33,4.11,"5,311,322",3.8,"6,610,312"
2013-03-22,US DOLLAR,85.7628,85.6794,85.8461,2013,3,6.33,4.11,"5,311,322",3.8,"6,610,312"
2013-03-21,US DOLLAR,85.725,85.6278,85.8222,2013,3,6.33,4.11,"5,311,322",3.8,"6,610,312"
2013-03-20,US DOLLAR,85.7139,85.6139,85.8139,2013,3,6.33,4.11,"5,311,322",3.8,"6,610,312"
2013-03-19,US DOLLAR,85.8083,85.7083,85.9083,2013,3,6.33,4.11,"5,311,322",3.8,"6,610,312"
2013-03-18,US DOLLAR,85.6014,85.4972,85.7056,2013,3,6.33,4.11,"5,311,322",3.8,"6,610,312"
2013-03-15,US DOLLAR,85.6361,85.5389,85.7333,2013,3,6.33,4.11,"5,311,322",3.8,"6,610,312"
2013-03-14,US DOLLAR,85.34,85.24,85.44,2013,3,6.33,4.11,"5,311,322",3.8,"6,610,312"
2013-03-13,US DOLLAR,85.3222,85.2194,85.425,2013,3,6.33,4.11,"5,311,322",3.8,"6,610,312"
2013-03-12,US DOLLAR,85.5889,85.4778,85.7,2013,3,6.33,4.11,"5,311,322",3.8,"6,610,312"
2013-03-11,US DOLLAR,85.8236,85.7056,85.9417,2013,3,6.33,4.11,"5,311,322",3.8,"6,610,312"
2013-03-08,US DOLLAR,86.1639,86.0583,86.2694,2013,3,6.33,4.11,"5,311,322",3.8,"6,610,312"
2013-03-07,US DOLLAR,86.5833,86.4361,86.7306,2013,3,6.33,4.11,"5,311,322",3.8,"6,610,312"
2013-03-06,US DOLLAR,86.1667,86.0333,86.3,2013,3,6.33,4.11,"5,311,322",3.8,"6,610,312"
2013-03-05,US DOLLAR,86.0375,85.9389,86.1361,2013,3,6.33,4.11,"5,311,322",3.8,"6,610,312"
2013-03-01,US DOLLAR,86.1403,86.0433,86.2372,2013,3,6.33,4.11,"5,311,322",3.8,"6,610,312"
2013-02-28,US DOLLAR,86.2361,86.1306,86.3417,2013,2,7.24,4.45,"5,311,322",3.8,"6,610,312"
2013-02-27,US DOLLAR,87.2319,87.1361,87.3278,2013,2,7.24,4.45,"5,311,322",3.8,"6,610,312"
2013-02-26,US DOLLAR,87.3194,87.2194,87.4194,2013,2,7.24,4.45,"5,311,322",3.8,"6,610,312"
2013-02-25,US DOLLAR,87.4764,87.3806,87.5722,2013,2,7.24,4.45,"5,311,322",3.8,"6,610,312"
2013-02-22,US DOLLAR,87.5419,87.4433,87.6406,2013,2,7.24,4.45,"5,311,322",3.8,"6,610,312"
2013-02-21,US DOLLAR,87.5964,87.495,87.6978,2013,2,7.24,4.45,"5,311,322",3.8,"6,610,312"
2013-02-20,US DOLLAR,87.6336,87.5406,87.7267,2013,2,7.24,4.45,"5,311,322",3.8,"6,610,312"
2013-02-19,US DOLLAR,87.6094,87.5094,87.7094,2013,2,7.24,4.45,"5,311,322",3.8,"6,610,312"
2013-02-18,US DOLLAR,87.4108,87.3122,87.5094,2013,2,7.24,4.45,"5,311,322",3.8,"6,610,312"
2013-02-15,US DOLLAR,87.4194,87.325,87.5139,2013,2,7.24,4.45,"5,311,322",3.8,"6,610,312"
2013-02-14,US DOLLAR,87.3428,87.2483,87.4372,2013,2,7.24,4.45,"5,311,322",3.8,"6,610,312"
2013-02-13,US DOLLAR,87.4519,87.3606,87.5433,2013,2,7.24,4.45,"5,311,322",3.8,"6,610,312"
2013-02-12,US DOLLAR,87.5756,87.4806,87.6706,2013,2,7.24,4.45,"5,311,322",3.8,"6,610,312"
2013-02-11,US DOLLAR,87.5681,87.4722,87.6639,2013,2,7.24,4.45,"5,311,322",3.8,"6,610,312"
2013-02-08,US DOLLAR,87.5539,87.4572,87.6506,2013,2,7.24,4.45,"5,311,322",3.8,"6,610,312"
2013-02-07,US DOLLAR,87.6133,87.5167,87.71,2013,2,7.24,4.45,"5,311,322",3.8,"6,610,312"
2013-02-06,US DOLLAR,87.6025,87.5094,87.6956,2013,2,7.24,4.45,"5,311,322",3.8,"6,610,312"
2013-02-05,US DOLLAR,87.5775,87.4817,87.6733,2013,2,7.24,4.45,"5,311,322",3.8,"6,610,312"
2013-02-04,US DOLLAR,87.5669,87.4672,87.6667,2013,2,7.24,4.45,"5,311,322",3.8,"6,610,312"
2013-02-01,US DOLLAR,87.5828,87.4939,87.6717,2013,2,7.24,4.45,"5,311,322",3.8,"6,610,312"
2013-01-31,US DOLLAR,87.6111,87.5139,87.7083,2013,1,8.2,3.67,"5,311,322",3.8,"6,610,312"
2013-01-30,US DOLLAR,87.5861,87.4861,87.6861,2013,1,8.2,3.67,"5,311,322",3.8,"6,610,312"
2013-01-29,US DOLLAR,87.5906,87.4906,87.6906,2013,1,8.2,3.67,"5,311,322",3.8,"6,610,312"
2013-01-28,US DOLLAR,87.5828,87.4856,87.68,2013,1,8.2,3.67,"5,311,322",3.8,"6,610,312"
2013-01-25,US DOLLAR,87.5206,87.4322,87.6089,2013,1,8.2,3.67,"5,311,322",3.8,"6,610,312"
2013-01-24,US DOLLAR,87.4694,87.3761,87.5628,2013,1,8.2,3.67,"5,311,322",3.8,"6,610,312"
2013-01-23,US DOLLAR,87.3794,87.2961,87.4628,2013,1,8.2,3.67,"5,311,322",3.8,"6,610,312"
2013-01-22,US DOLLAR,86.9792,86.8889,87.0694,2013,1,8.2,3.67,"5,311,322",3.8,"6,610,312"
2013-01-21,US DOLLAR,86.8531,86.7683,86.9378,2013,1,8.2,3.67,"5,311,322",3.8,"6,610,312"
2013-01-18,US DOLLAR,86.8653,86.775,86.9556,2013,1,8.2,3.67,"5,311,322",3.8,"6,610,312"
2013-01-17,US DOLLAR,86.7042,86.6167,86.7917,2013,1,8.2,3.67,"5,311,322",3.8,"6,610,312"
2013-01-16,US DOLLAR,86.6989,86.61,86.7878,2013,1,8.2,3.67,"5,311,322",3.8,"6,610,312"
2013-01-15,US DOLLAR,86.6853,86.6011,86.7694,2013,1,8.2,3.67,"5,311,322",3.8,"6,610,312"
2013-01-14,US DOLLAR,86.6844,86.5928,86.7761,2013,1,8.2,3.67,"5,311,322",3.8,"6,610,312"
2013-01-11,US DOLLAR,86.6722,86.5861,86.7583,2013,1,8.2,3.67,"5,311,322",3.8,"6,610,312"
2013-01-10,US DOLLAR,86.6053,86.5206,86.69,2013,1,8.2,3.67,"5,311,322",3.8,"6,610,312"
2013-01-09,US DOLLAR,86.5242,86.4367,86.6117,2013,1,8.2,3.67,"5,311,322",3.8,"6,610,312"
2013-01-08,US DOLLAR,86.4775,86.3917,86.5633,2013,1,8.2,3.67,"5,311,322",3.8,"6,610,312"
2013-01-07,US DOLLAR,86.4264,86.3306,86.5222,2013,1,8.2,3.67,"5,311,322",3.8,"6,610,312"
2013-01-04,US DOLLAR,86.4417,86.35,86.5333,2013,1,8.2,3.67,"5,311,322",3.8,"6,610,312"
2013-01-03,US DOLLAR,86.3569,86.2667,86.4472,2013,1,8.2,3.67,"5,311,322",3.8,"6,610,312"
2013-01-02,US DOLLAR,86.0769,85.9789,86.175,2013,1,8.2,3.67,"5,311,322",3.8,"6,610,312"
2012-12-31,US DOLLAR,86.0286,85.9383,86.1189,2012,12,9.38,3.2,"4,767,191",4.6,"6,368,448"
2012-12-28,US DOLLAR,85.9611,85.8722,86.05,2012,12,9.38,3.2,"4,767,191",4.6,"6,368,448"
2012-12-27,US DOLLAR,85.8628,85.77,85.9556,2012,12,9.38,3.2,"4,767,191",4.6,"6,368,448"
2012-12-24,US DOLLAR,85.9039,85.8039,86.0039,2012,12,9.38,3.2,"4,767,191",4.6,"6,368,448"
2012-12-21,US DOLLAR,86.0008,85.9161,86.0856,2012,12,9.38,3.2,"4,767,191",4.6,"6,368,448"
2012-12-20,US DOLLAR,86.0472,85.9639,86.1306,2012,12,9.38,3.2,"4,767,191",4.6,"6,368,448"
2012-12-19,US DOLLAR,86.0744,85.9778,86.1711,2012,12,9.38,3.2,"4,767,191",4.6,"6,368,448"
2012-12-18,US DOLLAR,86.0611,85.975,86.1472,2012,12,9.38,3.2,"4,767,191",4.6,"6,368,448"
2012-12-17,US DOLLAR,86.0672,85.9839,86.1506,2012,12,9.38,3.2,"4,767,191",4.6,"6,368,448"
2012-12-14,US DOLLAR,86.0383,85.955,86.1217,2012,12,9.38,3.2,"4,767,191",4.6,"6,368,448"
2012-12-13,US DOLLAR,86.0422,85.9528,86.1317,2012,12,9.38,3.2,"4,767,191",4.6,"6,368,448"
2012-12-11,US DOLLAR,86.0522,85.9717,86.1328,2012,12,9.38,3.2,"4,767,191",4.6,"6,368,448"
2012-12-10,US DOLLAR,85.9889,85.8972,86.0806,2012,12,9.38,3.2,"4,767,191",4.6,"6,368,448"
2012-12-07,US DOLLAR,85.9575,85.8672,86.0478,2012,12,9.38,3.2,"4,767,191",4.6,"6,368,448"
2012-12-06,US DOLLAR,85.9889,85.9028,86.075,2012,12,9.38,3.2,"4,767,191",4.6,"6,368,448"
2012-12-05,US DOLLAR,85.9417,85.8583,86.025,2012,12,9.38,3.2,"4,767,191",4.6,"6,368,448"
2012-12-04,US DOLLAR,85.9639,85.8861,86.0417,2012,12,9.38,3.2,"4,767,191",4.6,"6,368,448"
2012-12-03,US DOLLAR,85.9111,85.825,85.9972,2012,12,9.38,3.2,"4,767,191",4.6,"6,368,448"
2012-11-30,US DOLLAR,85.9347,85.8556,86.0139,2012,11,10.67,3.25,"4,767,191",4.6,"6,368,448"
2012-11-29,US DOLLAR,85.9431,85.8694,86.0167,2012,11,10.67,3.25,"4,767,191",4.6,"6,368,448"
2012-11-28,US DOLLAR,85.9708,85.8917,86.05,2012,11,10.67,3.25,"4,767,191",4.6,"6,368,448"
2012-11-27,US DOLLAR,85.9903,85.9111,86.0694,2012,11,10.67,3.25,"4,767,191",4.6,"6,368,448"
2012-11-26,US DOLLAR,85.7975,85.7072,85.8878,2012,11,10.67,3.25,"4,767,191",4.6,"6,368,448"
2012-11-23,US DOLLAR,85.7211,85.6322,85.81,2012,11,10.67,3.25,"4,767,191",4.6,"6,368,448"
2012-11-22,US DOLLAR,85.7097,85.6278,85.7917,2012,11,10.67,3.25,"4,767,191",4.6,"6,368,448"
2012-11-21,US DOLLAR,85.7114,85.6294,85.7933,2012,11,10.67,3.25,"4,767,191",4.6,"6,368,448"
2012-11-20,US DOLLAR,85.7139,85.6222,85.8056,2012,11,10.67,3.25,"4,767,191",4.6,"6,368,448"
2012-11-19,US DOLLAR,85.6597,85.5889,85.7306,2012,11,10.67,3.25,"4,767,191",4.6,"6,368,448"
2012-11-16,US DOLLAR,85.645,85.5561,85.7339,2012,11,10.67,3.25,"4,767,191",4.6,"6,368,448"
2012-11-15,US DOLLAR,85.6261,85.5483,85.7039,2012,11,10.67,3.25,"4,767,191",4.6,"6,368,448"
2012-11-14,US DOLLAR,85.6428,85.5511,85.7344,2012,11,10.67,3.25,"4,767,191",4.6,"6,368,448"
2012-11-13,US DOLLAR,85.5283,85.4367,85.62,2012,11,10.67,3.25,"4,767,191",4.6,"6,368,448"
2012-11-12,US DOLLAR,85.3994,85.3144,85.4844,2012,11,10.67,3.25,"4,767,191",4.6,"6,368,448"
2012-11-09,US DOLLAR,85.3778,85.2944,85.4611,2012,11,10.67,3.25,"4,767,191",4.6,"6,368,448"
2012-11-08,US DOLLAR,85.41,85.3256,85.4944,2012,11,10.67,3.25,"4,767,191",4.6,"6,368,448"
2012-11-07,US DOLLAR,85.5069,85.3639,85.65,2012,11,10.67,3.25,"4,767,191",4.6,"6,368,448"
2012-11-06,US DOLLAR,85.55,85.3583,85.7417,2012,11,10.67,3.25,"4,767,191",4.6,"6,368,448"
2012-11-05,US DOLLAR,85.4456,85.3583,85.5328,2012,11,10.67,3.25,"4,767,191",4.6,"6,368,448"
2012-11-02,US DOLLAR,85.3083,85.2306,85.3861,2012,11,10.67,3.25,"4,767,191",4.6,"6,368,448"
2012-11-01,US DOLLAR,85.2361,85.1444,85.3278,2012,11,10.67,3.25,"4,767,191",4.6,"6,368,448"
2012-10-31,US DOLLAR,85.1775,85.0928,85.2622,2012,10,12.04,4.14,"4,767,191",4.6,"6,368,448"
2012-10-30,US DOLLAR,85.1678,85.0833,85.2522,2012,10,12.04,4.14,"4,767,191",4.6,"6,368,448"
2012-10-29,US DOLLAR,85.1692,85.0761,85.2622,2012,10,12.04,4.14,"4,767,191",4.6,"6,368,448"
2012-10-26,US DOLLAR,85.1342,85.0411,85.2272,2012,10,12.04,4.14,"4,767,191",4.6,"6,368,448"
2012-10-25,US DOLLAR,85.1472,85.0528,85.2417,2012,10,12.04,4.14,"4,767,191",4.6,"6,368,448"
2012-10-24,US DOLLAR,85.2208,85.1278,85.3139,2012,10,12.04,4.14,"4,767,191",4.6,"6,368,448"
2012-10-23,US DOLLAR,85.2328,85.1528,85.3128,2012,10,12.04,4.14,"4,767,191",4.6,"6,368,448"
2012-10-22,US DOLLAR,85.1819,85.0611,85.3028,2012,10,12.04,4.14,"4,767,191",4.6,"6,368,448"
2012-10-19,US DOLLAR,85.1667,85.0889,85.2444,2012,10,12.04,4.14,"4,767,191",4.6,"6,368,448"
2012-10-18,US DOLLAR,85.0422,84.945,85.1394,2012,10,12.04,4.14,"4,767,191",4.6,"6,368,448"
2012-10-17,US DOLLAR,85.0342,84.9389,85.1294,2012,10,12.04,4.14,"4,767,191",4.6,"6,368,448"
2012-10-16,US DOLLAR,85.1261,85.0294,85.2228,2012,10,12.04,4.14,"4,767,191",4.6,"6,368,448"
2012-10-15,US DOLLAR,85.1383,85.0439,85.2328,2012,10,12.04,4.14,"4,767,191",4.6,"6,368,448"
2012-10-12,US DOLLAR,85.1339,85.0283,85.2394,2012,10,12.04,4.14,"4,767,191",4.6,"6,368,448"
2012-10-11,US DOLLAR,85.1175,85.0233,85.2117,2012,10,12.04,4.14,"4,767,191",4.6,"6,368,448"
2012-10-10,US DOLLAR,85.0978,85.0056,85.19,2012,10,12.04,4.14,"4,767,191",4.6,"6,368,448"
